seqID,marker,cluster_id,cluster_probability,predicted_otu,classification_type,identity,pred_domain,pred_kingdom,pred_phylum,pred_class,pred_order,pred_family,pred_genus,pred_species,taxID,species_name,full_taxonomy,gt_domain,gt_kingdom,gt_phylum,gt_class,gt_order,gt_family,gt_genus,gt_species,has_taxonomy,has_ground_truth
KX622144.1,SSU,-1,0.0,Novel (Noise),noise,,,,,,,,,,237119,Axinella verrucosa,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Porifera;Demospongiae;Heteroscleromorpha;Axinellida;Axinellidae;Axinella;Axinella verrucosa,Eukaryota,Opisthokonta,Porifera,,,,Axinella,Axinella verrucosa,True,True
MF802594.1,SSU,1620,1.0,Choeradoplana iheringi,known_species,100.0,Eukaryota,Opisthokonta,Platyhelminthes,,,,Choeradoplana,Choeradoplana iheringi,881147,Choeradoplana iheringi,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Platyhelminthes;Rhabditophora;Seriata;Tricladida;Continenticola;Geoplanoidea;Geoplanidae;Geoplaninae;Choeradoplana;Choeradoplana iheringi,Eukaryota,Opisthokonta,Platyhelminthes,,,,Choeradoplana,Choeradoplana iheringi,True,True
MF802583.1,SSU,-1,0.0,Novel (Noise),noise,,,,,,,,,,2184047,Choeradoplana agua,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Platyhelminthes;Rhabditophora;Seriata;Tricladida;Continenticola;Geoplanoidea;Geoplanidae;Geoplaninae;Choeradoplana;Choeradoplana agua,Eukaryota,Opisthokonta,Platyhelminthes,,,,Choeradoplana,Choeradoplana agua,True,True
MF802580.1,SSU,1620,1.0,Choeradoplana iheringi,known_species,100.0,Eukaryota,Opisthokonta,Platyhelminthes,,,,Choeradoplana,Choeradoplana iheringi,2184046,Choeradoplana abaiba,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Platyhelminthes;Rhabditophora;Seriata;Tricladida;Continenticola;Geoplanoidea;Geoplanidae;Geoplaninae;Choeradoplana;Choeradoplana abaiba,Eukaryota,Opisthokonta,Platyhelminthes,,,,Choeradoplana,Choeradoplana abaiba,True,True
LC171837.1,SSU,393,1.0,Sarcocystis fayeri,known_species,100.0,,,,,,,Sarcocystis,Sarcocystis fayeri,,,,,,,,,,,,,False
LC171836.1,SSU,1637,1.0,Sarcocystis fayeri,known_species,100.0,,,,,,,Sarcocystis,Sarcocystis fayeri,,,,,,,,,,,,,False
LC171834.1,SSU,-1,0.0,Novel (Noise),noise,,,,,,,,,,1073925,Sarcocystis fayeri,cellular organisms;Eukaryota;Sar;Alveolata;Apicomplexa;Conoidasida;Coccidia;Eucoccidiorida;Eimeriorina;Sarcocystidae;Sarcocystis;Sarcocystis fayeri,Eukaryota,,Sar,,,,Sarcocystis,Sarcocystis fayeri,True,True
MG253173.1,SSU,1492,1.0,Grubianella klugei,known_species,100.0,Eukaryota,Opisthokonta,Annelida,Polychaeta,,,Grubianella,Grubianella klugei,2052646,Grubianella klugei,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Annelida;Polychaeta;Sedentaria;Canalipalpata;Terebellida;Terebelliformia;Ampharetidae;Grubianella;Grubianella klugei,Eukaryota,Opisthokonta,Annelida,Polychaeta,,,Grubianella,Grubianella klugei,True,True
MG253172.1,SSU,1315,0.9860761,Protoplanella simplex,known_species,100.0,Eukaryota,Opisthokonta,Platyhelminthes,,,,Protoplanella,Protoplanella simplex,2052633,Ampharete octocirrata,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Annelida;Polychaeta;Sedentaria;Canalipalpata;Terebellida;Terebelliformia;Ampharetidae;Ampharete;Ampharete octocirrata,Eukaryota,Opisthokonta,Annelida,Polychaeta,,,Ampharete,Ampharete octocirrata,True,True
MG253170.1,SSU,856,1.0,Lysippe labiata,known_species,100.0,Eukaryota,Opisthokonta,Annelida,Polychaeta,,,Lysippe,Lysippe labiata,1818077,Lysippe labiata,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Annelida;Polychaeta;Sedentaria;Canalipalpata;Terebellida;Terebelliformia;Ampharetidae;Lysippe;Lysippe labiata,Eukaryota,Opisthokonta,Annelida,Polychaeta,,,Lysippe,Lysippe labiata,True,True
MG253165.1,SSU,2014,1.0,Auchenoplax worsfoldi,known_species,100.0,Eukaryota,Opisthokonta,Annelida,Polychaeta,,,Auchenoplax,Auchenoplax worsfoldi,2052635,Auchenoplax worsfoldi,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Annelida;Polychaeta;Sedentaria;Canalipalpata;Terebellida;Terebelliformia;Ampharetidae;Auchenoplax;Auchenoplax worsfoldi,Eukaryota,Opisthokonta,Annelida,Polychaeta,,,Auchenoplax,Auchenoplax worsfoldi,True,True
MG253164.1,SSU,-1,0.0,Novel (Noise),noise,,,,,,,,,,2052638,Noanelia hartmanae,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Annelida;Polychaeta;Sedentaria;Canalipalpata;Terebellida;Terebelliformia;Ampharetidae;Noanelia;Noanelia hartmanae,Eukaryota,Opisthokonta,Annelida,Polychaeta,,,Noanelia,Noanelia hartmanae,True,True
MG253163.1,SSU,602,1.0,Amage sculpta,known_species,100.0,Eukaryota,Opisthokonta,Annelida,Polychaeta,,,Amage,Amage sculpta,2052642,Amage sculpta,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Annelida;Polychaeta;Sedentaria;Canalipalpata;Terebellida;Terebelliformia;Ampharetidae;Amage;Amage sculpta,Eukaryota,Opisthokonta,Annelida,Polychaeta,,,Amage,Amage sculpta,True,True
MG253159.1,SSU,-1,0.0,Novel (Noise),noise,,,,,,,,,,2052644,Amythas membranifera,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Annelida;Polychaeta;Sedentaria;Canalipalpata;Terebellida;Terebelliformia;Ampharetidae;Amythas;Amythas membranifera,Eukaryota,Opisthokonta,Annelida,Polychaeta,,,Amythas,Amythas membranifera,True,True
MG253149.1,SSU,195,1.0,Amphicteis gunneri,known_species,100.0,Eukaryota,Opisthokonta,Annelida,Polychaeta,,,Amphicteis,Amphicteis gunneri,2019424,Amphicteis gunneri,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Annelida;Polychaeta;Sedentaria;Canalipalpata;Terebellida;Terebelliformia;Ampharetidae;Amphicteis;Amphicteis gunneri,Eukaryota,Opisthokonta,Annelida,Polychaeta,,,Amphicteis,Amphicteis gunneri,True,True
MG253147.1,SSU,-1,0.0,Novel (Noise),noise,,,,,,,,,,222004,Melinna cristata,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Annelida;Polychaeta;Sedentaria;Canalipalpata;Terebellida;Terebelliformia;Melinnidae;Melinna;Melinna cristata,Eukaryota,Opisthokonta,Annelida,Polychaeta,,,Melinna,Melinna cristata,True,True
MG253145.1,SSU,281,1.0,Paralvinella fijiensis,known_species,100.0,Eukaryota,Opisthokonta,Annelida,Polychaeta,,,Paralvinella,Paralvinella fijiensis,36110,Paralvinella fijiensis,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Annelida;Polychaeta;Sedentaria;Canalipalpata;Terebellida;Terebelliformia;Alvinellidae;Paralvinella;Paralvinella fijiensis,Eukaryota,Opisthokonta,Annelida,Polychaeta,,,Paralvinella,Paralvinella fijiensis,True,True
MG253142.1,SSU,-1,0.0,Novel (Noise),noise,,,,,,,,,,2052637,Glyphanostomum pallescens,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Annelida;Polychaeta;Sedentaria;Canalipalpata;Terebellida;Terebelliformia;Ampharetidae;Glyphanostoma;Glyphanostoma pallescens,Eukaryota,Opisthokonta,Annelida,Polychaeta,,,Glyphanostoma,Glyphanostomum pallescens,True,True
MG253135.1,SSU,726,1.0,Isolda pulchella,known_species,100.0,Eukaryota,Opisthokonta,Annelida,Polychaeta,,,Isolda,Isolda pulchella,547537,Isolda pulchella,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Annelida;Polychaeta;Sedentaria;Canalipalpata;Terebellida;Terebelliformia;Melinnidae;Isolda;Isolda pulchella,Eukaryota,Opisthokonta,Annelida,Polychaeta,,,Isolda,Isolda pulchella,True,True
MG253133.1,SSU,-1,0.0,Novel (Noise),noise,,,,,,,,,,2052648,Neosabellides lizae,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Annelida;Polychaeta;Sedentaria;Canalipalpata;Terebellida;Terebelliformia;Ampharetidae;Neosabellides;Neosabellides lizae,Eukaryota,Opisthokonta,Annelida,Polychaeta,,,Neosabellides,Neosabellides lizae,True,True
MG253132.1,SSU,1778,1.0,Anobothrus laubieri,known_species,100.0,Eukaryota,Opisthokonta,Annelida,Polychaeta,,,Anobothrus,Anobothrus laubieri,2052634,Anobothrus laubieri,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Annelida;Polychaeta;Sedentaria;Canalipalpata;Terebellida;Terebelliformia;Ampharetidae;Anobothrus;Anobothrus laubieri,Eukaryota,Opisthokonta,Annelida,Polychaeta,,,Anobothrus,Anobothrus laubieri,True,True
MG253131.1,SSU,1594,0.7337423,Erpobdella ochoterenai,known_species,100.0,Eukaryota,Opisthokonta,Annelida,Clitellata,,,Erpobdella,Erpobdella ochoterenai,2052641,Amage auricula,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Annelida;Polychaeta;Sedentaria;Canalipalpata;Terebellida;Terebelliformia;Ampharetidae;Amage;Amage auricula,Eukaryota,Opisthokonta,Annelida,Polychaeta,,,Amage,Amage auricula,True,True
MG800855.1,SSU,1818,1.0,Calohypsibius verrucosus,known_species,100.0,Eukaryota,Opisthokonta,,,,,Fractonotus,Calohypsibius verrucosus,2072709,Calohypsibius verrucosus,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Tardigrada;Eutardigrada;Parachela;Isohypsibioidea;Isohypsibiidae;Fractonotus;Fractonotus verrucosus,Eukaryota,Opisthokonta,,,,,Fractonotus,Calohypsibius verrucosus,True,True
MH035978.1,SSU,1330,1.0,Haptophrya planariarum,known_species,100.0,Eukaryota,,Sar,Intramacronucleata,,,Haptophrya,Haptophrya planariarum,2109566,Haptophrya planariarum,cellular organisms;Eukaryota;Sar;Alveolata;Ciliophora;Intramacronucleata;Oligohymenophorea;Astomatida;Haptophryidae;Haptophrya;Haptophrya planariarum,Eukaryota,,Sar,Intramacronucleata,,,Haptophrya,Haptophrya planariarum,True,True
MG818163.1,SSU,1549,1.0,Aquavolon dientrani,known_species,100.0,Eukaryota,,Sar,,,,Aquavolon,Aquavolon dientrani,2072849,Aquavolon dientrani,cellular organisms;Eukaryota;Sar;Rhizaria;Aquavolonida;Aquavolon;Aquavolon dientrani,Eukaryota,,Sar,,,,Aquavolon,Aquavolon dientrani,True,True
MG760572.1,SSU,1898,1.0,Aquavolon hoantrani,known_species,100.0,Eukaryota,,Sar,,,,Aquavolon,Aquavolon hoantrani,2069450,Aquavolon hoantrani,cellular organisms;Eukaryota;Sar;Rhizaria;Aquavolonida;Aquavolon;Aquavolon hoantrani,Eukaryota,,Sar,,,,Aquavolon,Aquavolon hoantrani,True,True
LC222307.1,SSU,1161,1.0,Spiniferites ramosus,known_species,100.0,Eukaryota,,Sar,,,,Spiniferites,Spiniferites ramosus,1973086,Spiniferites ramosus,cellular organisms;Eukaryota;Sar;Alveolata;Dinophyceae;Gonyaulacales;Gonyaulacaceae;Spiniferites;Spiniferites ramosus,Eukaryota,,Sar,,,,Spiniferites,Spiniferites ramosus,True,True
LC222305.1,SSU,706,1.0,Ataxiodinium choane,known_species,100.0,Eukaryota,,Sar,,,,Ataxiodinium,Ataxiodinium choane,1973089,Ataxiodinium choane,cellular organisms;Eukaryota;Sar;Alveolata;Dinophyceae;Dinophyceae incertae sedis;Ataxiodinium;Ataxiodinium choanum,Eukaryota,,Sar,,,,Ataxiodinium,Ataxiodinium choane,True,True
LC222303.1,SSU,940,1.0,Impagidinium pallidum,known_species,100.0,Eukaryota,,Sar,,,,Impagidinium,Impagidinium pallidum,1973076,Impagidinium pallidum,cellular organisms;Eukaryota;Sar;Alveolata;Dinophyceae;Dinophyceae incertae sedis;Impagidinium;Impagidinium pallidum,Eukaryota,,Sar,,,,Impagidinium,Impagidinium pallidum,True,True
LC222300.1,SSU,-1,0.0,Novel (Noise),noise,,,,,,,,,,1973080,Impagidinium caspienense,cellular organisms;Eukaryota;Sar;Alveolata;Dinophyceae;Dinophyceae incertae sedis;Impagidinium;Impagidinium caspienense,Eukaryota,,Sar,,,,Impagidinium,Impagidinium caspienense,True,True
LT603010.1,SSU,1486,0.95459986,Rhizaspis rugosa,known_species,100.0,Eukaryota,,Sar,,,,Rhizaspis,Rhizaspis rugosa,83568,Hyphodontia sambuci,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricomycetes incertae sedis;Hymenochaetales;Schizoporaceae;Xylodon;Xylodon sambuci,Eukaryota,Opisthokonta,Basidiomycota,Agaricomycetes,,,Xylodon,Hyphodontia sambuci,True,True
MH055798.1,SSU,858,0.9175091,Trichototaxis marina,known_species,100.0,Eukaryota,,Sar,Intramacronucleata,Urostylida,,Trichototaxis,Trichototaxis marina,2116680,Vorticella oceanica,cellular organisms;Eukaryota;Sar;Alveolata;Ciliophora;Intramacronucleata;Oligohymenophorea;Peritrichia;Sessilida;Vorticellidae;Vorticella;Vorticella oceanica,Eukaryota,,Sar,Intramacronucleata,,,Vorticella,Vorticella oceanica,True,True
MH174299.1,SSU,-1,0.0,Novel (Noise),noise,,,,,,,,,,2005061,Pyrsonympha vertens,cellular organisms;Eukaryota;Metamonada;Preaxostyla;Oxymonadida;Pyrsonymphidae;Pyrsonympha;Pyrsonympha vertens,Eukaryota,Metamonada,,,,,Pyrsonympha,Pyrsonympha vertens,True,True
MH174292.1,SSU,89,1.0,Dinenympha fimbriata,known_species,100.0,Eukaryota,Metamonada,,,,,Dinenympha,Dinenympha fimbriata,208475,Dinenympha fimbriata,cellular organisms;Eukaryota;Metamonada;Preaxostyla;Oxymonadida;Pyrsonymphidae;Dinenympha;Dinenympha fimbriata,Eukaryota,Metamonada,,,,,Dinenympha,Dinenympha fimbriata,True,True
KY986519.1,SSU,-1,0.0,Novel (Noise),noise,,,,,,,,,,69781,Penicillium oxalicum,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Eurotiomycetes;Eurotiomycetidae;Eurotiales;Aspergillaceae;Penicillium;Penicillium oxalicum,Eukaryota,Opisthokonta,Ascomycota,,,,Penicillium,Penicillium oxalicum,True,True
MF434114.1,SSU,-1,0.0,Novel (Noise),noise,,,,,,,,,,2017960,Opalina undulata,cellular organisms;Eukaryota;Sar;Stramenopiles;Bigyra;Opalozoa;Opalinata;Opalinidae;Opalina;Opalina undulata,Eukaryota,,Sar,,,,Opalina,Opalina undulata,True,True
LC033479.1,SSU,-1,0.0,Novel (Noise),noise,,,,,,,,,,2164096,Meteorona kishinouyei,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Cnidaria;Cubozoa;Chirodropida;Chiropsellidae;Meteorona;Meteorona kishinouyei,Eukaryota,Opisthokonta,Cnidaria,,,,Meteorona,Meteorona kishinouyei,True,True
AB716916.1,SSU,395,0.657287,Idiellana pristis,known_species,100.0,Eukaryota,Opisthokonta,Cnidaria,,,,Idiellana,Idiellana pristis,585572,Islandinium tricingulatum,cellular organisms;Eukaryota;Sar;Alveolata;Dinophyceae;Peridiniales;Protoperidiniaceae;Islandinium;Islandinium tricingulatum,Eukaryota,,Sar,,,,Islandinium,Islandinium tricingulatum,True,True
AB273724.1,SSU,800,1.0,Niea torta,known_species,100.0,Eukaryota,,Sar,,,,Niea,Niea torta,1643671,Niea torta,cellular organisms;Eukaryota;Sar;Alveolata;Dinophyceae;Peridiniales;Diplopsaliaceae;Niea;Niea torta,Eukaryota,,Sar,,,,Niea,Niea torta,True,True
AB273721.1,SSU,-1,0.0,Novel (Noise),noise,,,,,,,,,,402583,Niea acanthocysta,cellular organisms;Eukaryota;Sar;Alveolata;Dinophyceae;Peridiniales;Diplopsaliaceae;Niea;Niea acanthocysta,Eukaryota,,Sar,,,,Niea,Niea acanthocysta,True,True
AB261512.1,SSU,1324,1.0,Tripedalia cystophora,known_species,100.0,Eukaryota,Opisthokonta,Cnidaria,,,,Tripedalia,Tripedalia cystophora,1643673,Qia lebouriae,cellular organisms;Eukaryota;Sar;Alveolata;Dinophyceae;Peridiniales;Diplopsaliaceae;Qia;Qia lebouriae,Eukaryota,,Sar,,,,Qia,Qia lebouriae,True,True
AB088316.1,SSU,-1,0.0,Novel (Noise),noise,,,,,,,,,,201731,Alexandrium tamiyavanichii,cellular organisms;Eukaryota;Sar;Alveolata;Dinophyceae;Gonyaulacales;Pyrocystaceae;Alexandrium;Alexandrium tamiyavanichii,Eukaryota,,Sar,,,,Alexandrium,Alexandrium tamiyavanichii,True,True
KY911462.1,SSU,152,1.0,Myxobolus taibaiensis,known_species,100.0,Eukaryota,Opisthokonta,Cnidaria,,,,Myxobolus,Myxobolus taibaiensis,1955015,Myxobolus taibaiensis,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Cnidaria;Myxozoa;Myxosporea;Bivalvulida;Platysporina;Myxobolidae;Myxobolus;Myxobolus taibaiensis,Eukaryota,Opisthokonta,Cnidaria,,,,Myxobolus,Myxobolus taibaiensis,True,True
MG977048.1,SSU,492,1.0,Bitectipora retepora,known_species,100.0,Eukaryota,Opisthokonta,Bryozoa,,,,Bitectipora,Bitectipora retepora,2138262,Bitectipora retepora,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Bryozoa;Gymnolaemata;Cheilostomatida;Flustrina;Smittinoidea;Bitectiporidae;Bitectipora;Bitectipora retepora,Eukaryota,Opisthokonta,Bryozoa,,,,Bitectipora,Bitectipora retepora,True,True
KX580629.1,SSU,1171,1.0,Sacciforma sacciformis,known_species,100.0,Eukaryota,,Sar,,,,Sacciforma,Sacciforma sacciformis,2004843,Sacciforma sacciformis,cellular organisms;Eukaryota;Sar;Rhizaria;Cercozoa;Thecofilosea;Cryomonadida;Rhogostomidae;Sacciforma;Sacciforma sacciformis,Eukaryota,,Sar,,,,Sacciforma,Sacciforma sacciformis,True,True
KX580627.1,SSU,1486,1.0,Rhizaspis rugosa,known_species,100.0,Eukaryota,,Sar,,,,Rhizaspis,Rhizaspis rugosa,2004657,Rhizaspis rugosa,cellular organisms;Eukaryota;Sar;Rhizaria;Cercozoa;Thecofilosea;Tectofilosida;Rhizaspis;Rhizaspis rugosa,Eukaryota,,Sar,,,,Rhizaspis,Rhizaspis rugosa,True,True
KX580624.1,SSU,-1,0.0,Novel (Noise),noise,,,,,,,,,,2004639,Lecythium hyalinum,cellular organisms;Eukaryota;Sar;Rhizaria;Cercozoa;Thecofilosea;Tectofilosida;Chlamydophryidae;Lecythium;Lecythium hyalinum,Eukaryota,,Sar,,,,Lecythium,Lecythium hyalinum,True,True
KY652839.1,SSU,-1,0.0,Novel (Noise),noise,,,,,,,,,,2137266,Scleritoderma tortuga,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Porifera;Demospongiae;Heteroscleromorpha;Tetractinellida;Spirophorina;Scleritodermidae;Scleritoderma;Scleritoderma tortuga,Eukaryota,Opisthokonta,Porifera,,,,Scleritoderma,Scleritoderma tortuga,True,True
KY652835.1,SSU,-1,0.0,Novel (Noise),noise,,,,,,,,,,2137263,Racodiscula borisi,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Porifera;Demospongiae;Heteroscleromorpha;Tetractinellida;Astrophorina;Theonellidae;Racodiscula;Racodiscula borisi,Eukaryota,Opisthokonta,Porifera,,,,Racodiscula,Racodiscula borisi,True,True
LC360466.1,SSU,1867,1.0,Chloromonas remiasii,known_species,100.0,Eukaryota,Viridiplantae,Chlorophyta,,,,Chloromonas,Chloromonas remiasii,2069334,Chloromonas remiasii,cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Chlorophyceae;CS clade;Chlamydomonadales;Chlamydomonadaceae;Chloromonadinia;Chloromonas;Chloromonas remiasii,Eukaryota,Viridiplantae,Chlorophyta,,,,Chloromonas,Chloromonas remiasii,True,True
KR704194.1,SSU,1692,0.8262611,Ceratopera gracilis,known_species,100.0,Eukaryota,Opisthokonta,Platyhelminthes,,,,Ceratopera,Ceratopera gracilis,2065209,Phytocercomonas venanatans,cellular organisms;Eukaryota;Sar;Rhizaria;Cercozoa;Cercomonadida;Cercomonadidae;Phytocercomonas;Phytocercomonas venanatans,Eukaryota,,Sar,,,,Phytocercomonas,Phytocercomonas venanatans,True,True
AB971163.1,SSU,-1,0.0,Novel (Noise),noise,,,,,,,,,,1510444,Pseudaphelenchus scheffrahni,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Chromadorea;Rhabditida;Tylenchina;Tylenchomorpha;Aphelenchoidea;Aphelenchoididae;Pseudaphelenchus;Pseudaphelenchus scheffrahni,Eukaryota,Opisthokonta,Nematoda,,,,Pseudaphelenchus,Pseudaphelenchus scheffrahni,True,True
MH138071.1,SSU,1603,1.0,Nannochloropsis limnetica,known_species,100.0,Eukaryota,,Sar,,,,Nannochloropsis,Nannochloropsis limnetica,120807,Nannochloropsis limnetica,cellular organisms;Eukaryota;Sar;Stramenopiles;Ochrophyta;Eustigmatophyceae;Eustigmatales;Monodopsidaceae;Nannochloropsis;Nannochloropsis limnetica,Eukaryota,,Sar,,,,Nannochloropsis,Nannochloropsis limnetica,True,True
AM168112.1,SSU,727,0.9772938,Heterostelium filamentosum,known_species,100.0,Eukaryota,,Amoebozoa,,,,Heterostelium,Heterostelium filamentosum,361140,Rostrostelium ellipticum,cellular organisms;Eukaryota;Amoebozoa;Evosea;Eumycetozoa;Dictyostelia;Acytosteliales;Acytosteliaceae;Rostrostelium;Rostrostelium ellipticum,Eukaryota,,Amoebozoa,,,,Rostrostelium,Rostrostelium ellipticum,True,True
AM168100.1,SSU,727,1.0,Heterostelium filamentosum,known_species,100.0,Eukaryota,,Amoebozoa,,,,Heterostelium,Heterostelium filamentosum,361132,Heterostelium filamentosum,cellular organisms;Eukaryota;Amoebozoa;Evosea;Eumycetozoa;Dictyostelia;Acytosteliales;Acytosteliaceae;Heterostelium;Heterostelium filamentosum,Eukaryota,,Amoebozoa,,,,Heterostelium,Heterostelium filamentosum,True,True
AM168097.1,SSU,1473,0.5519573,Heterostelium anisocaule,known_species,100.0,Eukaryota,,Amoebozoa,,,,Heterostelium,Heterostelium anisocaule,361129,Heterostelium asymetricum,cellular organisms;Eukaryota;Amoebozoa;Evosea;Eumycetozoa;Dictyostelia;Acytosteliales;Acytosteliaceae;Heterostelium;Heterostelium asymetricum,Eukaryota,,Amoebozoa,,,,Heterostelium,Heterostelium asymetricum,True,True
AM168096.1,SSU,1473,1.0,Heterostelium anisocaule,known_species,100.0,Eukaryota,,Amoebozoa,,,,Heterostelium,Heterostelium anisocaule,361128,Heterostelium anisocaule,cellular organisms;Eukaryota;Amoebozoa;Evosea;Eumycetozoa;Dictyostelia;Acytosteliales;Acytosteliaceae;Heterostelium;Heterostelium anisocaule,Eukaryota,,Amoebozoa,,,,Heterostelium,Heterostelium anisocaule,True,True
AM168092.1,SSU,-1,0.0,Novel (Noise),noise,,,,,,,,,,361123,Cavenderia deminutiva,cellular organisms;Eukaryota;Amoebozoa;Evosea;Eumycetozoa;Dictyostelia;Acytosteliales;Cavenderiaceae;Cavenderia;Cavenderia deminutiva,Eukaryota,,Amoebozoa,,,,Cavenderia,Cavenderia deminutiva,True,True
AM168090.1,SSU,365,1.0,Cavenderia microspora,known_species,100.0,Eukaryota,,Amoebozoa,,,,Cavenderia,Cavenderia microspora,361120,Cavenderia microspora,cellular organisms;Eukaryota;Amoebozoa;Evosea;Eumycetozoa;Dictyostelia;Acytosteliales;Cavenderiaceae;Cavenderia;Cavenderia microspora,Eukaryota,,Amoebozoa,,,,Cavenderia,Cavenderia microspora,True,True
AM168089.1,SSU,292,0.91832054,Cavenderia macrocarpa,known_species,100.0,Eukaryota,,Amoebozoa,,,,Cavenderia,Cavenderia macrocarpa,361118,Cavenderia mexicana,cellular organisms;Eukaryota;Amoebozoa;Evosea;Eumycetozoa;Dictyostelia;Acytosteliales;Cavenderiaceae;Cavenderia;Cavenderia mexicana,Eukaryota,,Amoebozoa,,,,Cavenderia,Cavenderia mexicana,True,True
AM168085.1,SSU,376,1.0,Cavenderia exigua,known_species,100.0,Eukaryota,,Amoebozoa,,,,Cavenderia,Cavenderia exigua,217135,Cavenderia exigua,cellular organisms;Eukaryota;Amoebozoa;Evosea;Eumycetozoa;Dictyostelia;Acytosteliales;Cavenderiaceae;Cavenderia;Cavenderia exigua,Eukaryota,,Amoebozoa,,,,Cavenderia,Cavenderia exigua,True,True
AM168084.1,SSU,214,0.6945583,Naegleria koreanum,known_species,100.0,Eukaryota,Discoba,,,,,Naegleria,Naegleria koreanum,361114,Cavenderia bifurcata,cellular organisms;Eukaryota;Amoebozoa;Evosea;Eumycetozoa;Dictyostelia;Acytosteliales;Cavenderiaceae;Cavenderia;Cavenderia bifurcata,Eukaryota,,Amoebozoa,,,,Cavenderia,Cavenderia bifurcata,True,True
